Facility,Region,County,Y,X,MMBTU_potential,Type,Type_Num
M & A Farms,Fayetteville,Sampson,34.925755,-78.269822,5664,Swine - Feeder to Finish,3
Tommy Grantham Farm,Washington,Wayne,35.2492,-78.1297,5664,Swine - Feeder to Finish,3
P-25,Fayetteville,Sampson,34.727611,-78.177327,5647,Swine - Feeder to Finish,3
E. Warren #3 Farm,Fayetteville,Sampson,34.950352,-78.469411,5647,Swine - Feeder to Finish,3
Bostic Farm,Wilmington,Duplin,34.944531,-77.951633,5637,Swine - Feeder to Finish,3
J&J Swine Farm,Washington,Greene,35.5175,-77.6431,5634,Swine - Farrow to Wean,1
Sandy Run Farm,Washington,Greene,35.5203,-77.6333,5634,Swine - Feeder to Finish,3
Kornegay Farms,Wilmington,Duplin,35.1014,-77.8856,5623,Swine - Feeder to Finish,3
Vaden Bond Farm,Wilmington,Duplin,34.7333,-77.7542,5583,Swine - Feeder to Finish,3
Creekside Farm,Raleigh,Edgecombe,35.8889,-77.3781,5542,Multiple,7
"Rainbow Family Farm, LLC",Fayetteville,Bladen,34.623241,-78.717411,5541,Swine - Feeder to Finish,3
Aaron Smith Old,Wilmington,Duplin,35.1069,-77.8236,5528,Swine - Farrow to Wean,1
Foster Farm,Fayetteville,Sampson,35.1138,-78.285463,5515,Swine - Feeder to Finish,3
"3 Boys Run Farms, LLC",Fayetteville,Sampson,34.706386,-78.144233,5508,Swine - Wean to Feeder,2
CDP Farm,Wilmington,Duplin,35.044787,-78.056092,5444,Swine - Farrow to Wean,1
Wyne Nursery / Ted Moore Farm,Fayetteville,Sampson,34.750425,-78.249397,5439,Multiple,7
Farm # 3509 & 3722,Washington,Jones,35.053766,-77.54173,5430,Swine - Feeder to Finish,3
HD3 Farms Wright Farm,Wilmington,Columbus,34.12,-78.8033,5422,Swine - Wean to Finish,6
Hugh Parker and Son,Wilmington,Onslow,34.9347,-77.5644,5420,Swine - Wean to Feeder,2
MD Robinson Farm #2,Washington,Lenoir,35.1144,-77.59008,5420,Swine - Feeder to Finish,3
Henry Heath Farms,Washington,Greene,35.378939,-77.58842,5420,Swine - Feeder to Finish,3
Clay Ridge Farm,Washington,Greene,35.4194,-77.5819,5420,Swine - Feeder to Finish,3
Windsor Barrow Swine Farm,Washington,Greene,35.4256,-77.75,5420,Swine - Feeder to Finish,3
Best House Farm,Washington,Greene,35.431413,-77.764125,5420,Swine - Farrow to Feeder,4
Sand Hole Farm,Washington,Greene,35.4358,-77.7206,5420,Swine - Wean to Feeder,2
Rick Harper Farm,Washington,Greene,35.4842,-77.6583,5420,Swine - Feeder to Finish,3
"B Mack Farms, LLC # 2",Washington,Greene,35.515,-77.6044,5420,Swine - Feeder to Finish,3
B & S Farm,Washington,Greene,35.5244,-77.6356,5420,Swine - Wean to Finish,6
B & W Swine Farm,Washington,Greene,35.52964,-77.6839,5420,Swine - Farrow to Wean,1
Sessoms Farm,Raleigh,Halifax,36.1533,-77.5,5420,Swine - Wean to Feeder,2
Beaver Creek Farm,Raleigh,Orange,36.2292,-79.0625,5420,Swine - Feeder to Finish,3
Farm # 3507 & 3508,Washington,Jones,35.0781,-77.5658,5380,Swine - Wean to Feeder,2
"Eason Farms, Inc. Farm",Fayetteville,Sampson,35.241591,-78.533258,5366,Swine - Feeder to Finish,3
"Mixon Family Farms, Inc.",Fayetteville,Sampson,35.056058,-78.447197,5352,Swine - Feeder to Finish,3
Ward Parker Farm,Fayetteville,Sampson,35.063672,-78.260161,5352,Swine - Wean to Feeder,2
Jonathon & Jerald Harper Farm,Wilmington,Duplin,35.0986,-77.7833,5352,Swine - Wean to Feeder,2
Tommy Stone Farm,Fayetteville,Robeson,34.556811,-79.320242,5333,Swine - Feeder to Finish,3
Donald Ward Hog Farm,Wilmington,Columbus,34.3578,-78.6147,5325,Swine - Farrow to Finish,5
Farm 63,Raleigh,Halifax,36.225807,-77.49977,5325,Swine - Wean to Finish,6
Farm 62,Raleigh,Halifax,36.17819,-77.572891,"5,325",Swine - Boar/Stud,8
B&J Farm,Fayetteville,Sampson,35.103125,-78.253847,5312,Swine - Feeder to Finish,3
"CNC Farms, Inc.",Fayetteville,Sampson,35.110047,-78.334152,5312,Swine - Farrow to Wean,1
"Quarter D Farms, Inc.",Fayetteville,Sampson,35.128738,-78.268916,5312,Swine - Feeder to Finish,3
Ben Youngblood Farm,Raleigh,Johnston,35.5544,-78.3483,5285,Swine - Wean to Finish,6
Bull Tail #1 & #2 (Sow),Wilmington,Pender,34.6333,-78.15,5269,Swine - Farrow to Wean,1
Southern Pines 1 & 2,Fayetteville,Sampson,34.844958,-78.412806,5259,Swine - Feeder to Finish,3
Earl 3 Farm,Wilmington,Duplin,34.9611,-78.1292,5238,Swine - Wean to Feeder,2
"NBH Finishers #42, LLC",Fayetteville,Sampson,35.035644,-78.187936,5238,Swine - Feeder to Finish,3
"Three W Farms, LLC",Fayetteville,Sampson,34.938263,-78.232072,5236,Swine - Feeder to Finish,3
"NBH Finishers #41, LLC",Fayetteville,Sampson,34.996772,-78.240803,5236,Swine - Wean to Feeder,2
Brooks Creech Farm,Raleigh,Johnston,35.7892,-78.2653,5220,Swine - Feeder to Finish,3
Weeks Farm Inc.,Fayetteville,Sampson,35.222741,-78.616519,5203,Swine - Feeder to Finish,3
Dick Mills and Son Farm,Washington,Pitt,35.4213,-77.357386,5203,Swine - Farrow to Feeder,4
Wood Lyon,Washington,Greene,35.4556,-77.5236,5203,Swine - Farrow to Wean,1
Rachel Moye Farms,Washington,Greene,35.4603,-77.5464,5203,Swine - Wean to Feeder,2
Danny Miller Swine Farm,Washington,Greene,35.4675,-77.7447,5203,Swine - Feeder to Finish,3
Cunningham Hog Farm,Washington,Greene,35.53002,-77.69411,5203,Swine - Wean to Finish,6
Virgil L. Kirkland Jr. Farm,Raleigh,Edgecombe,36.0344,-77.5544,5203,Swine - Feeder to Finish,3
Joe Suggs Farm,Raleigh,Edgecombe,36.1158,-77.6611,5203,Swine - Feeder to Finish,3
Jack & Jerry Cunningham Farms,Washington,Greene,35.5456,-77.7278,5203,Swine - Wean to Finish,6
Piney Bottom Farm,Washington,Greene,35.453608,-77.515213,5172,Swine - Feeder to Finish,3
Red Hill Farm,Washington,Greene,35.4692,-77.5092,5172,Swine - Wean to Feeder,2
Rouse's Chapel Farm,Washington,Greene,35.4756,-77.5228,5172,Swine - Feeder to Finish,3
Cedar Lane Hog Farm,Washington,Wayne,35.2131,-77.8506,5135,Swine - Wean to Feeder,2
Clemmons and Sons #2 (New-CM2),Wilmington,Brunswick,34.0669,-78.2083,5081,Swine - Feeder to Finish,3
"Century Farms, LLC",Fayetteville,Sampson,35.108919,-78.621833,5050,Swine - Feeder to Finish,3
M.& K. Matthis Farm,Fayetteville,Sampson,34.857469,-78.259211,5041,Swine - Farrow to Feeder,4
F&B Farms,Fayetteville,Sampson,35.029413,-78.257447,5041,Swine - Farrow to Wean,1
Deleon & Ed Bass Farm,Fayetteville,Sampson,35.04808,-78.259775,5041,Swine - Wean to Feeder,2
Double J Hog Farm,Fayetteville,Sampson,35.133767,-78.2446,5041,Swine - Wean to Finish,6
A&W Farm,Fayetteville,Sampson,35.157627,-78.213786,5041,Swine - Feeder to Finish,3
Sammy Britt Farm houses 1-6,Raleigh,Johnston,35.2878,-78.32,5041,Swine - Feeder to Finish,3
George Clifford Uzzle Farm,Raleigh,Johnston,35.5844,-78.3897,5041,Swine - Feeder to Finish,3
J.M. Farm,Fayetteville,Sampson,34.826177,-78.207166,5014,Swine - Wean to Feeder,2
Reeda Meadows Farms 1 & 2,Wilmington,Duplin,34.8531,-77.8597,5011,Swine - Wean to Feeder,2
BHI3,Washington,Gates,36.4919,-76.6808,5003,Swine - Boar/Stud,8
Giddens Swine,Fayetteville,Sampson,35.170761,-78.340536,4986,Swine - Wean to Feeder,2
Billy Ray Daughtry,Fayetteville,Sampson,35.182533,-78.433144,4986,Swine - Feeder to Finish,3
Greene Complex,Fayetteville,Sampson,34.602563,-78.278213,4983,Multiple,7
"Homestead Farms, Inc.",Wilmington,Duplin,34.8108,-78.1525,4980,Swine - Wean to Feeder,2
F&W Farms,Fayetteville,Sampson,34.933299,-78.475666,4980,Swine - Feeder to Finish,3
Triple T,Washington,Wayne,35.2694,-78.1858,4980,Swine - Feeder to Finish,3
Brock Family Farms 9-13,Wilmington,Duplin,35.1092,-78.0211,4980,Swine - Feeder to Finish,3
Clemmons & Son #1 (Old-CL1),Wilmington,Brunswick,34.0647,-78.2133,4976,Swine - Feeder to Finish,3
J. K. Barnhill Topping 1,Wilmington,Pender,34.4931,-78.1639,4976,Swine - Feeder to Finish,3
Ponderosa,Wilmington,Pender,34.5,-77.9917,4976,Swine - Feeder to Finish,3
J. B. Priest Farm 3,Fayetteville,Bladen,34.500308,-78.478605,4976,Swine - Feeder to Finish,3
J.B. Priest Farm 2,Fayetteville,Bladen,34.504788,-78.528377,4976,Swine - Feeder to Finish,3
Nick Gooden Finisher,Fayetteville,Bladen,34.5243,-78.632269,4976,Swine - Feeder to Finish,3
Burney Farm,Fayetteville,Bladen,34.556469,-78.585527,4976,Swine - Feeder to Finish,3
ABK Farms,Fayetteville,Bladen,34.559705,-78.587997,4976,Swine - Feeder to Finish,3
Terra Nova,Fayetteville,Bladen,34.565355,-78.589105,4976,Swine - Feeder to Finish,3
"Greenwood Livestock, LLC # 2",Wilmington,Pender,34.5717,-78.0572,4976,Swine - Feeder to Finish,3
"Greenwood Livestock, LLC # 1",Wilmington,Pender,34.5728,-78.0742,4976,Swine - Feeder to Finish,3
Skinner Farm,Wilmington,Pender,34.6431,-78.1228,4976,Swine - Feeder to Finish,3
Billy E Bordeaux Farm,Fayetteville,Bladen,34.682527,-78.551375,4976,Swine - Farrow to Wean,1
Locklin Farm,Wilmington,Pender,34.69476,-77.70339,4976,Swine - Feeder to Finish,3
Bear Ridge Farm,Wilmington,Pender,34.695,-77.7342,4976,Swine - Feeder to Finish,3
Shady Oak Farm,Wilmington,Pender,34.7106,-77.9428,4976,Swine - Wean to Feeder,2
G. & O. Farm,Wilmington,Duplin,34.73276,-78.070045,4976,Swine - Wean to Feeder,2
Ann Lee English Farm,Wilmington,Duplin,34.7825,-77.8408,4976,Swine - Feeder to Finish,3
Mack Gurganus Farm,Wilmington,Onslow,34.8267,-77.6267,4976,Swine - Feeder to Finish,3
Rosa Farm,Wilmington,Duplin,34.8428,-77.9214,4976,Swine - Wean to Feeder,2
Shenandoah Farm,Wilmington,Duplin,34.843313,-77.730379,4976,Swine - Feeder to Finish,3
RL Pickett Farm,Wilmington,Duplin,34.8564,-77.8656,4976,Swine - Feeder to Finish,3
Donald Tatum Farm,Fayetteville,Sampson,34.863211,-78.2688,4976,Swine - Wean to Feeder,2
William Council Lanier Farm,Wilmington,Duplin,34.8633,-77.7033,4976,Swine - Feeder to Finish,3
Richard Lanier Hog Farm,Wilmington,Duplin,34.8694,-77.7267,4976,Swine - Wean to Feeder,2
Lula Carter,Fayetteville,Sampson,34.876325,-78.308205,4976,Swine - Feeder to Finish,3
Michael Carter Farm,Fayetteville,Sampson,34.876658,-78.303444,4976,Swine - Wean to Feeder,2
Jarman Farms,Wilmington,Duplin,34.8881,-77.8044,4976,Swine - Wean to Finish,6
Cox Livestock,Wilmington,Onslow,34.9139,-77.62,4976,Swine - Wean to Finish,6
Petersburg Farm,Wilmington,Onslow,34.9319,-77.5381,4976,Swine - Wean to Finish,6
Stephen Williamson Farm,Wilmington,Duplin,34.95,-77.9653,4976,Swine - Feeder to Finish,3
Rhodes Farm,Wilmington,Duplin,34.9642,-77.8306,4976,Swine - Feeder to Finish,3
Bill McKay Farm,Wilmington,Duplin,34.9647,-77.9061,4976,Swine - Feeder to Finish,3
Mike Herring Farm,Fayetteville,Sampson,35.008583,-78.446711,4976,Swine - Feeder to Finish,3
G & D Farm,Wilmington,Duplin,35.0369,-78.0964,4976,Swine - Wean to Feeder,2
Glenn Smith Farm,Wilmington,Duplin,35.0464,-77.8083,4976,Swine - Farrow to Wean,1
Parks Fields Farm,Wilmington,Duplin,35.0583,-78.1378,4976,Swine - Wean to Feeder,2
Tyndall & Sons Farm,Fayetteville,Sampson,35.061044,-78.573733,4976,Swine - Feeder to Finish,3
Sue Butler Farm,Fayetteville,Sampson,35.063052,-78.426333,4976,Swine - Wean to Feeder,2
D&D Farms,Wilmington,Duplin,35.0656,-77.7753,4976,Swine - Wean to Feeder,2
S&S Farm,Wilmington,Duplin,35.108403,-77.998395,4976,Swine - Feeder to Finish,3
Tony Cruse Farm,Wilmington,Duplin,35.11,-77.7789,4976,Swine - Feeder to Finish,3
F & S Farm,Wilmington,Duplin,35.1181,-77.8772,4976,Swine - Feeder to Finish,3
J & J Butler Farm,Fayetteville,Sampson,35.119197,-78.559294,4976,Swine - Wean to Feeder,2
James Butler Farm 2,Fayetteville,Sampson,35.127869,-78.412788,4976,Swine - Wean to Feeder,2
Across the Creek Farm,Fayetteville,Sampson,35.133438,-78.477533,4976,Swine - Feeder to Finish,3
Thomas Steed Farm #2,Fayetteville,Sampson,35.136005,-78.377436,4976,Swine - Feeder to Finish,3
Tammy Peterson Farm,Fayetteville,Sampson,35.145244,-78.435705,4976,Swine - Feeder to Finish,3
S & M Farm,Wilmington,Duplin,35.152741,-77.855782,4976,Swine - Feeder to Finish,3
Larry Naylor Farm,Fayetteville,Sampson,35.158305,-78.403363,4976,Swine - Feeder to Finish,3
Jimmy Best Farm,Fayetteville,Sampson,35.160558,-78.443755,4976,Swine - Feeder to Finish,3
"L&L Farms, Inc.",Fayetteville,Sampson,35.167463,-78.502125,4976,Swine - Wean to Feeder,2
Triple T Farms,Fayetteville,Sampson,35.168972,-78.433202,4976,Swine - Feeder to Finish,3
Currie Holt Farm,Washington,Wayne,35.184988,-78.154445,4976,Swine - Feeder to Finish,3
Hodges Livestock,Fayetteville,Sampson,35.20943,-78.548075,4976,Swine - Feeder to Finish,3
Bart Smith Swine,Washington,Wayne,35.218803,-78.136843,4976,Swine - Feeder to Finish,3
Doug Smith Swine,Washington,Wayne,35.219,-78.139171,4976,Swine - Feeder to Finish,3
Ryan West Farm,Washington,Wayne,35.2661,-78.1389,4976,Swine - Feeder to Finish,3
Rivers Edge Farms,Washington,Craven,35.2695,-77.228089,4976,Swine - Feeder to Finish,3
JM Massey Farm,Washington,Wayne,35.2778,-78.29,4976,Swine - Feeder to Finish,3
S & K Farms Inc,Washington,Greene,35.3847,-77.6747,4976,Swine - Wean to Feeder,2
Phillip Page Farm,Washington,Pitt,35.5164,-77.242211,4976,Swine - Feeder to Finish,3
M & J Farm 2,Washington,Pitt,35.5316,-77.212539,4976,Swine - Wean to Feeder,2
Roy Jones Farm #2,Washington,Greene,35.5456,-77.7292,4976,Swine - Feeder to Finish,3
Evelyn Basden Farm,Wilmington,Duplin,34.9075,-77.6858,4976,Swine - Farrow to Finish,5
Lynn & Annette Smith Farm,Wilmington,Duplin,35.0264,-77.8272,4976,Swine - Feeder to Finish,3
M&S Britt Farms - 1224 Addition,Wilmington,Duplin,35.1069,-77.7883,4976,Swine - Feeder to Finish,3
S&S #2,Wilmington,Duplin,35.1131,-77.9961,4976,Swine - Feeder to Finish,3
Halls Marsh Farm,Wilmington,Duplin,35.1394,-78.0053,4976,Swine - Feeder to Finish,3
"Harper Brothers 1, 2, 3",Washington,Greene,35.4372,-77.7131,4973,Swine - Feeder to Finish,3
Hill Top Farm,Winston-Salem,Rockingham,36.2731,-79.6161,4954,Swine - Farrow to Wean,1
Iron Mine Farm,Wilmington,Duplin,34.7389,-78.1214,4943,Swine - Wean to Finish,6
Hwy 41 Farms 1&2,Wilmington,Duplin,34.7439,-78.0792,4943,Swine - Wean to Feeder,2
Allred Farms,Fayetteville,Moore,35.46908,-79.6475,4936,Multiple,7
"5703, 5704, & 5711",Fayetteville,Robeson,34.697453,-79.328994,4932,Swine - Feeder to Finish,3
Duplin 1 & 2,Wilmington,Duplin,35.0022,-77.8553,4932,Swine - Farrow to Finish,5
Pinnacle Sow Farm,Fayetteville,Bladen,34.498733,-78.582388,4926,Multiple,7
Taylor's Bridge Sow Farm,Fayetteville,Sampson,34.857055,-78.220472,4926,Multiple,7
S&S Hog Farm,Washington,Lenoir,35.0566,-77.715494,4911,Swine - Feeder to Finish,3
King Farms K-4 & K-5,Wilmington,Duplin,34.7797,-77.9619,4893,Multiple,7
Pigeon Flats,Fayetteville,Sampson,34.650147,-78.301391,4878,Swine - Wean to Feeder,2
RDS Farm,Wilmington,Duplin,34.7422,-77.7864,4878,Swine - Wean to Feeder,2
Sutton Brothers Farms,Wilmington,Duplin,35.0317,-77.9036,4878,Swine - Feeder to Finish,3
Ernie Rouse Farm,Wilmington,Duplin,35.0361,-77.7758,4878,Swine - Feeder to Finish,3
PED Finishing Farm,Fayetteville,Sampson,35.116189,-78.273403,4878,Swine - Wean to Feeder,2
Don Howard Farm,Washington,Lenoir,35.1193,-77.58134,4878,Swine - Feeder to Finish,3
Sarecta Farms,Wilmington,Duplin,34.9667,-77.8242,4878,Swine - Wean to Feeder,2
P-300,Fayetteville,Sampson,34.84173,-78.323666,4874,Multiple,7
Brewer Hog Farm 9-11,Fayetteville,Sampson,35.094889,-78.256578,4829,Swine - Feeder to Finish,3
DBA Merritt Farms,Washington,Hertford,36.2583,-76.825,4813,Swine - Farrow to Wean,1
Polly Ridge,Raleigh,Edgecombe,35.9831,-77.3992,4795,Swine - Feeder to Finish,3
Blizzard Nursery & Finishing,Washington,Greene,35.4911,-77.7408,4783,Multiple,7
Tri G Farms,Washington,Bertie,36.1433,-77.06,4780,Swine - Feeder to Finish,3
DMJ Farm,Raleigh,Northampton,36.4172,-77.2694,4780,Swine - Feeder to Finish,3
Shellbank Farm,Raleigh,Edgecombe,35.9583,-77.6878,4771,Multiple,7
Lola Sealey Rouse #1,Fayetteville,Robeson,34.400117,-79.031806,4770,Swine - Feeder to Finish,3
Six B Farm,Wilmington,Columbus,34.4181,-78.8483,4770,Swine - Feeder to Finish,3
Makota,Wilmington,Pender,34.6381,-78.0514,4770,Swine - Feeder to Finish,3
In Deep Farm,Fayetteville,Robeson,34.663386,-78.855461,4770,Swine - Feeder to Finish,3
Red Pittman Farm,Wilmington,Onslow,34.7931,-77.5678,4770,Swine - Feeder to Finish,3
Brandon Howard Farm,Wilmington,Onslow,34.8181,-77.4792,4770,Swine - Feeder to Finish,3
Samuel Locklear Farm,Fayetteville,Robeson,34.819406,-79.298228,4770,Swine - Feeder to Finish,3
Ralph Lanier Farm,Wilmington,Duplin,34.8517,-77.7436,4770,Swine - Feeder to Finish,3
Johnny Hope Farms,Fayetteville,Sampson,34.860577,-78.33527,4770,Swine - Farrow to Wean,1
Sam Hope Farms,Fayetteville,Sampson,34.866238,-78.336297,4770,Swine - Wean to Feeder,2
Next Generation 3,Wilmington,Duplin,34.9231,-77.7478,4770,Swine - Feeder to Finish,3
"T.B. Upchurch, Inc",Fayetteville,Hoke,34.959891,-79.178894,4770,Swine - Feeder to Finish,3
Weston Hog Farm,Wilmington,Onslow,34.9708,-77.6375,4770,Swine - Wean to Finish,6
Steve Tew,Fayetteville,Sampson,34.9833,-78.551988,4770,Swine - Feeder to Finish,3
Fatback Farm,Washington,Jones,34.997188,-77.603148,4770,Swine - Feeder to Finish,3
Rick Tyndall Farm,Washington,Jones,35.005779,-77.469773,4770,Swine - Wean to Feeder,2
DC Mills Farm,Washington,Jones,35.0125,-77.6142,4770,Swine - Feeder to Finish,3
Triple K Farms - 2,Washington,Jones,35.0717,-77.3947,4770,Swine - Wean to Feeder,2
Craig Tyndall Farm,Washington,Lenoir,35.0743,-77.65997,4770,Swine - Feeder to Finish,3
Second Chance Farms Inc. #72,Washington,Lenoir,35.0752,-77.673764,4770,Swine - Feeder to Finish,3
Second Chance Farms Inc #52,Washington,Lenoir,35.0774,-77.645961,4770,Swine - Feeder to Finish,3
MKM Farms,Wilmington,Duplin,35.08,-77.8653,4770,Swine - Feeder to Finish,3
R & M Farm,Fayetteville,Sampson,35.0845,-78.460292,4770,Swine - Feeder to Finish,3
Mike Hill Farm,Wilmington,Duplin,35.0914,-77.9369,4770,Swine - Feeder to Finish,3
McArthur Farm,Fayetteville,Sampson,35.102286,-78.434222,4770,Swine - Feeder to Finish,3
Aaron Smith New,Wilmington,Duplin,35.1139,-77.8264,4770,Swine - Feeder to Finish,3
JJ's Hog Farm 1-4,Wilmington,Duplin,35.1297,-77.8661,4770,Swine - Feeder to Finish,3
Ralph Humphrey Farm,Washington,Lenoir,35.1334,-77.727481,4770,Swine - Wean to Feeder,2
Neal Grant Farm,Fayetteville,Richmond,35.133706,-79.798583,4770,Swine - Wean to Feeder,2
Cotton Top Farms,Wilmington,Duplin,35.1881,-78.0131,4770,Swine - Feeder to Finish,3
Kennedy Farm #2,Fayetteville,Sampson,35.193113,-78.253711,4770,Swine - Wean to Feeder,2
"TRC Farms, Inc.",Washington,Craven,35.2722,-77.33245,4770,Swine - Feeder to Finish,3
Chase Farms,Wilmington,Onslow,34.8033,-77.6467,4770,Swine - Farrow to Wean,1
H and R Farms,Wilmington,Onslow,34.9075,-77.5169,4770,Swine - Feeder to Finish,3
Triple H #1,Washington,Greene,35.5081,-77.6897,4743,Swine - Feeder to Finish,3
"Crane Creek Farms, LLC",Fayetteville,Sampson,34.888975,-78.25048,4715,Swine - Feeder to Finish,3
"Bryce Rouse Farm, Inc.",Washington,Lenoir,35.1736,-77.789983,4715,Swine - Wean to Feeder,2
Hinson Farm,Washington,Greene,35.5464,-77.6622,4696,Swine - Feeder to Finish,3
First Line Farms L.L.C.,Raleigh,Franklin,36.0131,-78.135,4691,Swine - Feeder to Finish,3
S-1 and S-2,Fayetteville,Sampson,35.173024,-78.238747,4658,Swine - Feeder to Finish,3
"Winnaway Farm - Sites 1, 2 & 3",Raleigh,Northampton,36.3306,-77.3583,4650,Swine - Feeder to Finish,3
McQueen Farms 1 & 2,Fayetteville,Bladen,34.47858,-78.717575,4600,Multiple,7
Britt Sow Farm,Wilmington,Duplin,35.155,-78.0694,4571,Multiple,7
P-20,Fayetteville,Sampson,34.850002,-78.48558,4559,Multiple,7
Watchoverva Farms #1,Wilmington,Onslow,34.9725,-77.6714,4553,Swine - Feeder to Finish,3
M & M Farms,Raleigh,Johnston,35.4505,-78.2535,4553,Swine - Feeder to Finish,3
Maple Hill Sow Farm,Wilmington,Pender,34.7139,-77.7236,4542,Swine - Farrow to Wean,1
Circle N Farm,Fayetteville,Sampson,35.107686,-78.450802,4537,Swine - Feeder to Finish,3
"Nash Pigg Rentals, LLC Rock Ridge I",Raleigh,Wilson,35.726608,-78.07561,4526,Swine - Feeder to Finish,3
Slim's Farm,Wilmington,Pender,34.6583,-78.0833,4488,Swine - Farrow to Feeder,4
Farm 35 & 33,Washington,Bertie,36.2417,-77.175,4483,Swine - Feeder to Finish,3
Farm 8525 & 8526,Washington,Hertford,36.370496,-77.104805,4483,Swine - Feeder to Finish,3
Sessoms Hog Farm,Fayetteville,Sampson,34.919256,-78.526344,4472,Swine - Wean to Feeder,2
Brown Farm,Wilmington,Duplin,34.9619,-77.9172,4472,Swine - Wean to Finish,6
CAJ One Inc,Raleigh,Edgecombe,36.0456,-77.5508,4464,Swine - Wean to Finish,6
Robin Hudson Farm,Washington,Pitt,35.5182,-77.21278,4444,Swine - Wean to Finish,6
Brandon Howard Farm #2,Wilmington,Onslow,34.8389,-77.4967,4432,Swine - Wean to Feeder,2
Weeks Farms Inc,Fayetteville,Harnett,35.256416,-78.60824,4403,Multiple,7
Kathy Eatmon #1,Raleigh,Wilson,35.705163,-77.811288,4401,Swine - Feeder to Finish,3
K & J Farm,Fayetteville,Harnett,35.389799,-78.887181,4368,Multiple,7
Spring Branch Farm,Raleigh,Nash,35.7647,-78.2278,4357,Swine - Wean to Feeder,2
Farm # 3505 & 3706,Washington,Jones,35.0625,-77.4208,4342,Swine - Wean to Feeder,2
Donald Strickland,Wilmington,Columbus,34.2575,-78.8425,4336,Swine - Feeder to Finish,3
Jerry Johnson Farm,Wilmington,Columbus,34.3944,-78.8618,4336,Swine - Feeder to Finish,3
"H&G Farms, Inc.",Wilmington,Pender,34.45,-78.0292,4336,Swine - Feeder to Finish,3
Ross Lewis Farm,Fayetteville,Bladen,34.519011,-78.836869,4336,Swine - Feeder to Finish,3
David McLean Farm,Fayetteville,Robeson,34.616589,-78.859472,4336,Swine - Feeder to Finish,3
Buck Olsen Farm,Wilmington,Duplin,34.768857,-77.707797,4336,Swine - Wean to Feeder,2
Sholar Enterprises Inc,Wilmington,Duplin,34.774303,-77.708316,4336,Swine - Wean to Feeder,2
General Lee's Finishers,Fayetteville,Bladen,34.81983,-78.488958,4336,Swine - Feeder to Finish,3
Ellwell Lake,Fayetteville,Sampson,34.824497,-78.435888,4336,Swine - Feeder to Finish,3
Tommy Chestnutt #2,Wilmington,Duplin,34.9403,-77.9667,4336,Swine - Feeder to Finish,3
"Steeds Farm, Inc.",Wilmington,Duplin,35.094864,-77.974901,4336,Swine - Feeder to Finish,3
Indian Neck Hog & Poultry Farm,Washington,Gates,36.3661,-76.7014,4336,Swine - Farrow to Finish,5
Funston Farms - Old & New,Wilmington,Brunswick,34.1083,-78.0403,4304,Multiple,7
Eastern Carolina Breeders (Home Farm),Washington,Jones,35.014302,-77.597362,4301,Swine - Feeder to Finish,3
Keith Metts Farm,Washington,Jones,35.0022,-77.5469,4268,Swine - Feeder to Finish,3
McCoy Cattle Farms,Washington,Craven,35.1843,-77.34356,4260,Swine - Feeder to Finish,3
Ford Farm,Fayetteville,Sampson,35.117086,-78.368047,4233,Swine - Feeder to Finish,3
Clear View Farm,Fayetteville,Richmond,35.076925,-79.791964,4232,Swine - Feeder to Finish,3
Al Murray Farm,Washington,Greene,35.5486,-77.7917,4225,Swine - Feeder to Finish,3
Triple J Farms,Fayetteville,Sampson,35.214111,-78.538766,4219,Swine - Feeder to Finish,3
Spell and Sons LLC,Fayetteville,Sampson,35.087816,-78.497088,4201,Swine - Feeder to Finish,3
"Turner Farms, LLC",Wilmington,Duplin,35.0222,-78.0361,4200,Swine - Feeder to Finish,3
W. Sam Lane Farm,Washington,Craven,35.3203,-77.360839,4191,Swine - Feeder to Finish,3
John Smith Jr. Sow Farm,Wilmington,Duplin,35.0489,-77.7647,4182,Multiple,7
Kelford Hog Farm,Washington,Bertie,36.183408,-77.248554,4169,Swine - Wean to Feeder,2
When Pigs Fly,Fayetteville,Sampson,35.2005,-78.564799,4133,Swine - Feeder to Finish,3
"Lafayette Farms, LLC L-10",Fayetteville,Sampson,34.960713,-78.415997,4129,Swine - Wean to Feeder,2
Bill Costin 1-4,Wilmington,Duplin,35.0122,-78.1286,4119,Swine - Farrow to Wean,1
Coastal Farms Inc,Wilmington,Columbus,34.4367,-78.7167,4110,Swine - Farrow to Wean,1
"P-22 A, B, and C",Fayetteville,Sampson,34.681247,-78.286313,4110,Swine - Feeder to Finish,3
C & C Finishing Farm,Fayetteville,Sampson,35.12743,-78.639247,4084,Swine - Wean to Feeder,2
Thomas Wilson Farm,Wilmington,Duplin,35.0722,-78.1083,4065,Swine - Feeder to Finish,3
Payback Farm,Raleigh,Johnston,35.2959,-78.3507,4065,Swine - Feeder to Finish,3
Gary Askew Swine Farm,Washington,Greene,35.393577,-77.738728,4065,Swine - Wean to Feeder,2
Jimmy Dail Farm,Washington,Greene,35.4533,-77.5806,4065,Swine - Farrow to Finish,5
Kenneth Dail Farm,Washington,Greene,35.4972,-77.6389,4065,Swine - Wean to Feeder,2
Edwards & Edwards Farm,Washington,Greene,35.4986,-77.6425,4065,Swine - Feeder to Finish,3
Sykes Farm # 2,Raleigh,Nash,36.0147,-78.0961,4065,Swine - Feeder to Finish,3
